Sector	SS	Hex	Name	UWP	Bases	Remarks	Zone	PBG	Allegiance	Stars	{Ix}	(Ex)	[Cx]	Nobility	W	RU
????	?	????	????	X456876-1		Ph Pa Ho	R	906	Im	M6 V BD BD	{ -2 }	(778-1)	[C621]	Bce	10	-392
????	?	????	????	C554763-7		Ag Ho		605	Im	K1 V DM	{ +0 }	(468+2)	[B764]	BC	12	384
????	?	????	????	C84899B-9		Hi In Ho Co	A	902	Im	DA	{ +1 }	(B8A+4)	[7A8C]	BE	13	3520
????	?	????	????	C9DA321-B	S	Lo Co		605	Im	M9 III BD	{ +0 }	(D21-3)	[135B]	B	10	-78
????	?	????	????	C330778-6	S	De Na Po		201	Im	F5 V G9 VI	{ -1 }	(766-3)	[5652]	B	13	-756
????	?	????	????	C743315-8	S	Lo Po Ho Co Tr		808	Im	F3 V DK	{ -2 }	(F21-2)	[1147]	B	16	-60
????	?	????	????	B411DFD-B		Ic Hi Na In	R	737	Im	K6 V	{ +3 }	(FCA+4)	[DG4E]	BE	15	7200
????	?	????	????	E788775-4		Ag Ri Ho Co		933	Im	G1 IV M9 V	{ +0 }	(86B-1)	[A755]	BC	11	-528
????	?	????	????	A579630-D		Ni Fa		217	Im	F0 V K4 VI	{ +1 }	(C54+1)	[576C]	B	14	240
????	?	????	????	B477353-D		Lo		807	Im	K5 V BD	{ +1 }	(E21+3)	[346C]	B	13	84
????	?	????	????	A555599-C		Ni Ag Fa		704	Im	K6 V BD BD	{ +2 }	(B46-2)	[678F]	BC	15	-528
????	?	????	????	D525852-8		Ph Pi		234	Im	K2 IV BD BD	{ -2 }	(H75-1)	[9669]	BDe	13	-595
????	?	????	????	B320436-A		De He Ni Po Ho		304	Im	O2 Ib G9 V	{ +1 }	(B33+5)	[3576]	B	15	495
????	?	????	????	B545787-7		Ag Pi Co Fa		705	Im	M4 V BD BD BD	{ +1 }	(767+2)	[C868]	BCD	13	588
????	?	????	????	C211657-9		Ic Ni Na Ho		307	Im	A3 IV G8 VI	{ -1 }	(E50+0)	[25AA]	B	15	70
????	?	????	????	C786342-9		Ga Lo Co Tu		314	Im	M3 V	{ -1 }	(721+2)	[424D]	B	15	28
????	?	????	????	DDE9300-7		Lo		814	Im	G0 V	{ -3 }	(521+3)	[4138]	B	15	30
????	?	????	????	B586534-6		Ni Ag Pr		117	Im	A6 V	{ +0 }	(545-1)	[1565]	BcC	15	-100
????	?	????	????	C886722-7	S	Ga Ag Ri Co Co Tu		100	Im	DM	{ +1 }	(A67-1)	[8844]	BC	10	-420
????	?	????	????	D343895-4	S	Ph Pi Po		838	Im	K0 V	{ -2 }	(979+4)	[9644]	BDe	20	2268
????	?	????	????	B788236-6		Lo Ho		614	Im	F1 V K3 VI	{ -1 }	(411+0)	[7147]	B	16	4
????	?	????	????	B310CCD-G		Hi Na In Ho	R	215	Im	F7 V	{ +4 }	(GB8-2)	[AG5G]	BEf	18	-2816
????	?	????	????	A332569-F	N	Ni Px Po		815	Im	DA	{ +1 }	(C45-1)	[263C]	B	15	-240
????	?	????	????	B453630-9		Ni Po Co		933	Im	F3 V M0 VI	{ +0 }	(G54+3)	[765C]	B	19	960
????	?	????	????	B458233-9	NS	Lo		806	Im	F8 II	{ +1 }	(E11+2)	[3347]	B	15	28
????	?	????	????	C962100-7		Lo		135	Im	O5 V	{ -2 }	(701+0)	[218B]	B	17	7
????	?	????	????	E48A655-7		Wa Ni Ri		703	Im	A8 V	{ -2 }	(954+4)	[346C]	BC	11	720
????	?	????	????	A54657A-A	N	Ni Ag		905	Im	F3 IV M2 V	{ +2 }	(B48-3)	[674D]	BC	14	-1056
????	?	????	????	C221010-9		Di Po Ho		003	Im	F4 V M5 VI	{ -1 }	(C05-1)	[0000]	B	7	-60
????	?	????	????	C7569DB-6		Ga Hi Ho Tr	R	10A	Im	G2 V M6 VI M8 VI	{ +0 }	(588+4)	[7974]	BE	16	1280
????	?	????	????	B520202-D	NS	De He Lo Po Ho		404	Im	A8 V	{ +2 }	(711+1)	[541F]	B	7	7
????	?	????	????	E520403-9		De He Ni Po Co		139	Im	A4 V	{ -2 }	(N30+2)	[4247]	B	20	132
????	?	????	????	B769595-7		Ni Pr		827	Im	F4 V M4 VI M7 VI DK	{ -1 }	(A40+2)	[3439]	Bc	15	80
????	?	????	????	A8A7587-C		Fl Ni Ho Fa		532	Im	F8 V	{ +1 }	(E46-1)	[A66E]	B	9	-336
????	?	????	????	C7A7769-5	S	Fl Co		828	Im	M5 V BD BD	{ -1 }	(567+0)	[5659]	B	17	210
????	?	????	????	D76A437-9		Wa Ni		525	Im	K8 V BD	{ -2 }	(A34-4)	[521B]	B	16	-480
????	?	????	????	C332687-6		Ni Na Px Po		306	Im	A4 III K7 V M4 V	{ -2 }	(750+5)	[5446]	B	17	175
????	?	????	????	B544513-8		Ni Ag Co		104	Im	M6 VI	{ +0 }	(C43+3)	[5546]	BC	15	432
????	?	????	????	A400768-D		Va Na Pi Ho		235	Im	K9 V M5 V	{ +2 }	(J69-1)	[793B]	BD	20	-972
????	?	????	????	A000446-G		As Va Ni Ho		706	Im	F0 V	{ +2 }	(A38+1)	[76AH]	B	15	240
????	?	????	????	C56A987-7	S	Wa Hi Pr Ri Co		204	Im	M3 V	{ +1 }	(487+1)	[BA57]	BcCE	9	224
????	?	????	????	E620032-5		De He Di Po		009	Im	A7 V K5 VI	{ -3 }	(604-1)	[0000]	B	18	-24
????	?	????	????	A5468BB-B		Ph Pa Pi Ho	R	205	Im	F8 V M8 VI	{ +2 }	(B7A-4)	[4A4A]	BcDe	13	-3080
????	?	????	????	B7C878B-6		Fl		303	Im	F7 V M3 VI	{ +0 }	(863-3)	[8725]	B	15	-432
????	?	????	????	B30038A-C		Va Lo		626	Im	M2 V BD	{ +1 }	(B21+0)	[4449]	B	14	22
????	?	????	????	E866102-8		Ga Lo		407	Im	M9 V BD	{ -3 }	(A01+2)	[117A]	B	16	20
????	?	????	????	B310555-E		Ni		923	Im	F0 V M8 VI	{ +1 }	(E42-4)	[667E]	B	11	-448
????	?	????	????	B563899-6	NS	Ph Ri Co		735	Im	F0 V	{ +2 }	(579+3)	[8A82]	BCe	12	945
????	?	????	????	A400462-D		Va Ni		336	Im	F0 V DK	{ +1 }	(B36+0)	[553G]	B	19	198
????	?	????	????	B249437-C		Ni Co		103	Im	F6 V DM	{ +1 }	(A36-1)	[256D]	B	14	-180
????	?	????	????	A300535-C	NS	Va Ni		706	Im	F5 VI	{ +2 }	(E48+4)	[9767]	B	15	1792
????	?	????	????	C864463-6	S	Ni Pa		525	Im	K9 V	{ -2 }	(831-2)	[2255]	Bc	11	-48
????	?	????	????	C579220-7		Lo Co		235	Im	A5 II G9 VI	{ -2 }	(B11-2)	[1116]	B	18	-22
????	?	????	????	B323677-9	NS	Ni Na Px Po Fa		306	Im	F4 V	{ +1 }	(F53-4)	[278A]	B	13	-900
????	?	????	????	A559554-D		Ni		606	Im	K7 V	{ +1 }	(D45+1)	[8659]	B	13	260
????	?	????	????	C211455-A		Ic Ni		805	Im	M9 V	{ +0 }	(F33+3)	[54A8]	B	13	405
????	?	????	????	EDC7303-8		Fl Lo Ho		107	Im	O5 V G7 VI	{ -3 }	(G21-1)	[112B]	B	12	-32
????	?	????	????	B5687CA-6		Ag Ri Co	R	503	Im	F3 V M3 V	{ +2 }	(76D+1)	[4945]	BC	9	546
????	?	????	????	C735353-6		Lo		733	Im	F3 III M0 V	{ -2 }	(721+0)	[217A]	B	19	14
????	?	????	????	B79768B-5	NS	Ni Ag Co Tu		305	Im	G4 VI	{ +1 }	(455-4)	[8727]	BC	13	-400
????	?	????	????	B4555A9-9	NS	Ni Ag		90A	Im	K6 V	{ +2 }	(F43-1)	[779A]	BC	18	-180
????	?	????	????	E9BA310-9		Fl Wa Lo Co		305	Im	A6 II	{ -2 }	(D21+3)	[3179]	B	16	78
????	?	????	????	A899553-B		Ni Ho		906	Im	K7 III BD	{ +1 }	(D44+0)	[564A]	B	14	208
????	?	????	????	D426636-3	S	Ni		305	Im	M3 III	{ -3 }	(653+1)	[9344]	B	12	90
????	?	????	????	B30058A-A		Va Ni		334	Im	K4 V	{ +1 }	(C42-2)	[862A]	B	14	-192
????	?	????	????	E100883-8		Va Ph Na Pi		705	Im	F0 IV K5 VI	{ -2 }	(C71-1)	[6699]	BDe	12	-84
????	?	????	????	E850766-2		De Po Co		314	Im	K5 V	{ -2 }	(362+2)	[9571]	B	12	72
????	?	????	????	B8C4761-B		Fl		204	Im	K5 III BD	{ +2 }	(B67+2)	[893B]	B	17	924
????	?	????	????	C99A765-8	S	Wa Pi Ho		327	Im	K9 V	{ -1 }	(J66+4)	[7656]	BD	13	2592
????	?	????	????	E341110-7		He Lo Po Co		809	Im	A6 IV M6 VI	{ -3 }	(B01+2)	[112A]	B	22	22
????	?	????	????	E51078B-6		Na Pi		535	Im	F2 II M8 V	{ -2 }	(965-3)	[A554]	BD	18	-810
????	?	????	????	B746553-8		Ni Ag Co Tu		906	Im	M7 V	{ +0 }	(A41+1)	[A53C]	BC	16	40
????	?	????	????	B433885-B		Ph Na Po Fa		40A	Im	G1 V M1 VI	{ +2 }	(D77+0)	[DA5A]	Be	19	637
????	?	????	????	C52047A-8		De He Ni Po		614	Im	DM BD BD BD	{ -2 }	(C34-2)	[521C]	B	15	-288
????	?	????	????	A510378-9		Lo		404	Im	K2 V BD BD	{ +0 }	(B21+3)	[6349]	B	14	66
????	?	????	????	C550415-5		De Ni Po Fa		407	Im	A9 V	{ -2 }	(733+2)	[2296]	B	13	126
????	?	????	????	E969220-3		Lo		916	Im	M0 V BD	{ -3 }	(511-2)	[1155]	B	15	-10
????	?	????	????	A77A400-B		Wa Ni Ho		904	Im	F3 II K9 V G5 V	{ +1 }	(833+1)	[555B]	B	12	72
????	?	????	????	CFFA777-6		Ho		701	Im	K1 V M7 VI	{ -1 }	(968+3)	[9634]	B	5	1296
????	?	????	????	A79A211-D		Wa Lo Ho		406	Im	G7 V	{ +1 }	(J11+4)	[2388]	B	13	72
????	?	????	????	A421634-D		He Ni Na Po Fa		208	Im	A7 V	{ +1 }	(C57-1)	[274D]	B	17	-420
????	?	????	????	C557575-4	S	Ni Ag Co		916	Im	A9 IV	{ -1 }	(741+0)	[6456]	BC	15	28
????	?	????	????	C100301-8	S	Va Lo Ho		715	Im	K3 V	{ -2 }	(E21+0)	[1176]	B	13	28
????	?	????	????	E678410-4		Ni Pa Co		703	Im	G9 V	{ -3 }	(730+0)	[41A4]	Bc	9	21
????	?	????	????	C442451-8		He Ni Po Fa		831	Im	F5 V M4 VI	{ -2 }	(B34-2)	[324C]	B	11	-264
????	?	????	????	E78468D-6		Ni Ag Ri	A	805	Im	F2 V G1 VI	{ -1 }	(754+0)	[5585]	BC	13	140
????	?	????	????	B550632-7		De Ni Po Co		705	Im	M9 V BD	{ -1 }	(C50+0)	[3586]	B	16	60
????	?	????	????	C140121-6	S	De Lo Po		416	Im	F8 V BD	{ -2 }	(501-2)	[613B]	B	15	-10
????	?	????	????	X00079A-0		As Va Na Pi	R	232	Im	M8 VI BD M8 VI	{ -2 }	(A64+2)	[95A1]	BD	10	480
????	?	????	????	B12079B-D		De Na Pi Po Ho Co	A	104	Im	F2 V	{ +2 }	(B66-4)	[691C]	BD	16	-1584
????	?	????	????	E300200-5		Va Lo Co		201	Im	M3 V BD	{ -3 }	(411+0)	[2173]	B	5	4
????	?	????	????	C8338AB-7	S	Ph Na Po Co	A	904	Im	K8 V	{ -1 }	(A76-3)	[878A]	Be	10	-1260
????	?	????	????	B651330-A		Lo Po		735	Im	M6 II	{ +1 }	(J21+1)	[1429]	B	16	36
????	?	????	????	D120235-6		De Lo Po Co		727	Im	A8 IV	{ -3 }	(311+5)	[3173]	B	16	15
????	?	????	????	D886645-5	S	Ga Ni Ag Ri Fa		203	Im	F0 V	{ -1 }	(951+1)	[5551]	BC	8	45
????	?	????	????	B9CA788-9	NS	Fl Wa		805	Im	F8 V	{ +2 }	(A68-1)	[395C]	B	13	-480
????	?	????	????	A596542-8	NS	Ni Ag Ho		307	Im	A6 V G9 VI	{ +1 }	(E46-1)	[1677]	BC	19	-336
????	?	????	????	B557322-6		Lo Co		515	Im	K2 V	{ -1 }	(521-5)	[125B]	B	11	-50
????	?	????	????	A541595-C	N	He Ni Po		104	Im	K0 V BD	{ +1 }	(E43+1)	[464F]	B	7	168
????	?	????	????	A467789-8	N	Ag Ri		603	Im	F7 V M5 VI K5 VI DM	{ +2 }	(C69+0)	[892B]	BC	6	648
????	?	????	????	C9AA210-7	S	Fl Wa Lo		422	Im	F0 V K4 V M9 V M5 VI	{ -2 }	(B11-1)	[4168]	B	12	-11
????	?	????	????	BFEA624-D		Ni Ho		105	Im	F2 V	{ +1 }	(B53-2)	[9769]	B	12	-330
????	?	????	????	C697879-3	S	Ph Pa Pi		837	Im	G7 V M6 VI M6 VI	{ -1 }	(778-2)	[7732]	BcDe	15	-784
????	?	????	????	B64477C-6		Ag Pi		417	Im	DF K3 VI M6 VI	{ +1 }	(C64+4)	[886A]	BCD	12	1152
????	?	????	????	D000377-9		As Va Lo		605	Im	M6 II	{ -2 }	(A21-2)	[211D]	B	15	-40
????	?	????	????	C550642-6		De Ni Po		108	Im	F5 VI	{ -2 }	(750-1)	[4427]	B	14	-35
????	?	????	????	A624675-C		Ni Fa		501	Im	K1 II BD	{ +1 }	(652-1)	[671A]	B	13	-60
????	?	????	????	B58A202-9	NS	Wa Lo		206	Im	G2 V M0 VI	{ +1 }	(C11-1)	[5318]	B	13	-12
????	?	????	????	E566864-1		Ph Pa Ri Co		706	Im	DG	{ -1 }	(875+0)	[B742]	BcCe	17	280
????	?	????	????	A7B6797-9		Fl		633	Im	G5 V M9 VI M8 VI	{ +1 }	(A6A-2)	[A84A]	B	11	-1200
????	?	????	????	A468999-E	N	Hi Pr Ri Co		312	Im	G1 V	{ +4 }	(986-3)	[9D3B]	BcCEf	11	-1296
????	?	????	????	A4349CA-B		Hi	R	707	Im	K8 V BD	{ +3 }	(F89-4)	[9C78]	BE	11	-4320
????	?	????	????	A444300-A	N	Lo Fa		908	Im	G9 V K6 VI	{ +1 }	(C21+5)	[1419]	B	15	120
????	?	????	????	D658769-3	S	Ag		408	Im	G4 V DM BD K9 VI BD M0 V	{ -1 }	(B65-1)	[9646]	BC	17	-330
????	?	????	????	C78A320-8		Wa Lo Ho		903	Im	K0 V	{ -2 }	(C21+2)	[417D]	B	13	48
????	?	????	????	B651995-A		Hi Po Ho		804	Im	F5 V	{ +3 }	(A87-1)	[DC89]	BE	10	-560
????	?	????	????	B741875-A		He Ph Pi Po		236	Im	M4 V	{ +2 }	(J7B-4)	[6A88]	BDe	21	-5544
????	?	????	????	D230100-5	S	De Lo Po Co		337	Im	G6 V	{ -3 }	(601+1)	[1155]	B	18	6
????	?	????	????	C463778-5		Ri		10A	Im	G9 V	{ +0 }	(869+2)	[8754]	BC	18	864
????	?	????	????	E343554-8		Ni Po		904	Im	G4 V	{ -3 }	(840-2)	[52A4]	B	13	-64
????	?	????	????	C9B5655-7		Fl Ni		207	Im	M8 V BD	{ -2 }	(452-4)	[6455]	B	12	-160
????	?	????	????	E645031-1		Di Ho Co Tr		024	Im	F9 V	{ -3 }	(906-2)	[0000]	B	12	-108
????	?	????	????	C975375-4	S	Lo		226	Im	K8 V	{ -2 }	(921+0)	[4164]	B	14	18
????	?	????	????	E5478B7-1		Ph Pa Pi Ho Fa		716	Im	B2 III DK G2 VI	{ -2 }	(A71+1)	[B661]	BcDe	16	70
????	?	????	????	D443677-2		Ni Po		602	Im	M3 V BD BD BD	{ -3 }	(453+0)	[5364]	B	14	60
????	?	????	????	B500633-9		Va Ni Na Co		704	Im	G2 III K6 V	{ +0 }	(E51-3)	[162C]	B	16	-210
????	?	????	????	D3308CA-6		De Ph Na Po Fa	R	115	Im	K3 V BD BD	{ -2 }	(975-2)	[6656]	Be	9	-630
????	?	????	????	E6B6322-5		Fl Lo		715	Im	A8 V	{ -3 }	(421+3)	[4155]	B	13	24
????	?	????	????	D673555-5		Ni		415	Im	G7 IV	{ -3 }	(C40+2)	[4257]	B	17	96
????	?	????	????	B469302-D		Lo Co		916	Im	K3 IV	{ +1 }	(E21+3)	[447C]	B	15	84
????	?	????	????	E843BFF-9		Hi In Po Co Tu	R	832	Im	M4 V	{ +0 }	(BAA+0)	[CB2B]	BE	10	1100
????	?	????	????	A8A3326-E		Fl Lo Px Co		225	Im	G2 V	{ +1 }	(C21-1)	[146D]	B	15	-24
????	?	????	????	E772774-2		He Pi		308	Im	F3 V K1 VI DM	{ -2 }	(768+1)	[8556]	BD	15	336
????	?	????	????	C440421-7	S	De He Ni Po Ho		814	Im	O0 V	{ -2 }	(731-3)	[7227]	B	12	-63
????	?	????	????	B500769-9		Va Na Pi		407	Im	G7 V	{ +1 }	(G67+0)	[3859]	BD	13	672
????	?	????	????	D431447-5		Ni Px Po		815	Im	K4 V	{ -3 }	(632+1)	[4153]	B	11	36
????	?	????	????	A200577-A	N	Va Ni Co Co		607	Im	M6 II	{ +1 }	(F44-1)	[666A]	B	16	-240
????	?	????	????	A444310-A		Lo Ho		318	Im	K5 V	{ +1 }	(G21+0)	[347B]	B	20	32
????	?	????	????	A9A3376-9		Fl Lo Px Co Fa		706	Im	F6 IV BD	{ +0 }	(F21-1)	[1384]	B	14	-30
????	?	????	????	D596795-4		Ag Pi Co		624	Im	K8 V	{ -1 }	(864+3)	[8643]	BCD	19	576
????	?	????	????	B9D7654-B	NS	Ni Co Fa		412	Im	G2 V M4 V	{ +2 }	(955+1)	[6816]	B	12	225
????	?	????	????	D620750-5		De He Na Pi Po		428	Im	K1 V	{ -2 }	(669+0)	[6534]	BD	15	324
????	?	????	????	D433651-6	S	Ni Na Po		504	Im	F3 III M1 V	{ -3 }	(950+3)	[3365]	B	11	135
????	?	????	????	C3007BG-5	S	Va Na Pi	R	515	Im	K6 V	{ -1 }	(562+5)	[B633]	BD	16	300
????	?	????	????	C68A321-A		Wa Lo		715	Im	A8 V K7 VI G5 VI	{ +0 }	(E21-2)	[1369]	B	16	-56
????	?	????	????	B354335-9		Lo		427	Im	A0 V M6 VI	{ +0 }	(M21+1)	[2387]	B	12	42
????	?	????	????	E799310-8		Lo		209	Im	A7 Ib	{ -3 }	(F21+4)	[7168]	B	20	120
????	?	????	????	E400213-8		Va Lo Ho		136	Im	G5 V BD M2 V BD	{ -3 }	(K11-2)	[414D]	B	17	-38
????	?	????	????	C566676-8	S	Ni Ag Ri		504	Im	A7 II G1 VI	{ +0 }	(953-2)	[A657]	BC	15	-270
????	?	????	????	B757201-9	NS	Ga Lo		300	Im	A0 V	{ +1 }	(511+0)	[1356]	B	6	5
????	?	????	????	B765466-9		Ga Ni Pa		607	Im	G0 II	{ +0 }	(D36+3)	[5435]	Bc	15	702
????	?	????	????	A47867A-8		Ni Ag		217	Im	K2 III BD BD	{ +0 }	(C56+2)	[463A]	BC	13	720
????	?	????	????	B698756-9		Ag Pi		413	Im	F0 V M4 VI	{ +2 }	(B69-4)	[2916]	BCD	12	-2376
????	?	????	????	D5788BF-3	S	Ph Pa Pi	R	604	Im	G2 V M9 V M6 VI	{ -2 }	(A72+2)	[9611]	BcDe	12	280
????	?	????	????	B410876-9		Ph Na Pi		304	Im	G9 V BD	{ +1 }	(B76+0)	[7958]	BDe	12	462
????	?	????	????	C75248B-5	S	Ni Po		634	Im	M0 V	{ -2 }	(830-1)	[1256]	B	14	-24
????	?	????	????	A869210-D		Lo		511	Im	G5 III M3 V	{ +1 }	(511-4)	[334F]	B	10	-20
????	?	????	????	C68A662-7	S	Wa Ni Ri		438	Im	G1 V BD	{ -1 }	(851+1)	[7536]	BC	19	40
????	?	????	????	C666220-7		Ga Lo Ho Tr		406	Im	K3 V BD BD	{ -2 }	(811+4)	[1175]	B	16	32
????	?	????	????	B43667A-A		Ni		137	Im	G2 IV	{ +1 }	(L57+1)	[5768]	B	16	700
????	?	????	????	B536355-A		Lo Co		106	Im	K7 V BD	{ +1 }	(H21-2)	[145A]	B	11	-68
????	?	????	????	C525676-4		Ni Px		424	Im	B5 IV	{ -2 }	(650-1)	[3451]	B	16	-30
????	?	????	????	C677540-5	S	Ni Ag		827	Im	F7 V	{ -1 }	(744+3)	[94A8]	BC	20	336
????	?	????	????	A200301-B	N	Va Lo Co		408	Im	A3 V DM	{ +1 }	(C21+0)	[447C]	B	15	24
????	?	????	????	D78968A-2		Ni Ri		904	Im	A1 Ia	{ -2 }	(451+4)	[6491]	BC	11	80
????	?	????	????	A640312-C		De He Lo Po		704	Im	A6 II M2 V M4 V	{ +1 }	(721+0)	[345A]	B	10	14
????	?	????	????	E5339EF-8		Hi Na Po	R	404	Im	G7 VI BD	{ -1 }	(A86+1)	[6883]	BE	16	480
????	?	????	????	C524247-9		Lo		404	Im	F6 VI	{ -1 }	(D11-3)	[1115]	B	11	-39
????	?	????	????	E9C6586-4		Fl Ni Ho		616	Im	DG K3 VI	{ -3 }	(642-3)	[8259]	B	13	-144
????	?	????	????	X443424-3		Ni Po Co	R	909	Im	M5 V BD	{ -3 }	(430+0)	[2124]	B	13	12
????	?	????	????	C556589-6		Ni Ag Co		614	Im	F1 V M8 V M4 VI	{ -1 }	(740-1)	[3433]	BC	10	-28
????	?	????	????	A772315-C		He Lo Ho		915	Im	A3 V DK	{ +1 }	(E21-2)	[846A]	B	15	-56
????	?	????	????	C543249-8		Lo Po		336	Im	K3 V BD	{ -2 }	(B11-1)	[613B]	B	19	-11
????	?	????	????	C636442-A		Ni		338	Im	F6 V	{ +0 }	(D34-2)	[742C]	B	19	-312
????	?	????	????	C300467-7		Va Ni		607	Im	F0 III	{ -2 }	(333-4)	[1243]	B	13	-108
????	?	????	????	D338634-4	S	Ni Co		705	Im	F3 V BD	{ -3 }	(650-2)	[5364]	B	14	-60
????	?	????	????	A577595-A		Ni Ag		234	Im	G0 IV BD	{ +2 }	(K46+0)	[5767]	BC	16	456
????	?	????	????	C422263-B		He Lo Po Fa		817	Im	A9 III	{ +0 }	(E11-5)	[126D]	B	14	-70
????	?	????	????	A130440-G		De Ni Po		108	Im	F5 V	{ +2 }	(L35+3)	[864K]	B	15	900
????	?	????	????	B567665-9		Ni Ag Ri		211	Im	M3 II BD BD	{ +2 }	(953-3)	[781A]	BC	9	-405
????	?	????	????	B445545-9		Ni Ag Ho		507	Im	F3 V	{ +1 }	(H47-3)	[A67B]	BC	20	-1428
????	?	????	????	B668536-8		Ni Ag Pr		734	Im	K8 V	{ +0 }	(F41+0)	[452D]	BcC	17	60
????	?	????	????	A451456-C		Ni Po		517	Im	G3 V M4 VI BD	{ +1 }	(K32-2)	[255A]	B	13	-228
????	?	????	????	C210227-A		Lo		505	Im	B4 III	{ +0 }	(B11-3)	[525A]	B	14	-33
????	?	????	????	D424668-6	S	Ni Px Ho		606	Im	G7 III	{ -3 }	(352+0)	[1325]	B	12	30
????	?	????	????	C110547-8	S	Ni Co		717	Im	M2 V DM	{ -2 }	(H42+0)	[837C]	B	16	136
????	?	????	????	C662676-5	S	Ni Ri		208	Im	K2 V M7 VI	{ -1 }	(253+5)	[9546]	BC	19	150
????	?	????	????	D358640-5	S	Ni Ag		203	Im	G2 IV	{ -2 }	(751-1)	[5413]	BC	13	-35
????	?	????	????	E535500-8		Ni Co		704	Im	M3 II BD BD	{ -3 }	(A40-1)	[9224]	B	16	-40
????	?	????	????	C5256AC-5		Ni Co	R	320	Im	M8 VI	{ -2 }	(654-1)	[9447]	B	9	-120
????	?	????	????	E338574-5		Ni Ho Fa		10A	Im	DA	{ -3 }	(341-2)	[6223]	B	18	-24
????	?	????	????	C6AA436-9	S	Fl Wa Ni		337	Im	O7 Ib F0 V G0 V	{ -1 }	(E34+0)	[138A]	B	16	168
????	?	????	????	C797795-8		Ag Pi Ho Tr		103	Im	K7 V BD	{ +0 }	(669-1)	[576B]	BCD	13	-324
????	?	????	????	B84748A-A		Ni Pa Co Tu		200	Im	M4 V BD BD BD	{ +1 }	(832+0)	[4527]	Bc	10	48
????	?	????	????	C89A202-7	S	Wa Lo Co		532	Im	K0 VI M4 VI	{ -2 }	(911-2)	[5176]	B	16	-18
????	?	????	????	B752005-7		Di Po		009	Im	M9 V BD	{ -1 }	(406+3)	[0000]	B	16	72
????	?	????	????	B9A7653-A	NS	Fl Ni Co		137	Im	F3 V	{ +2 }	(G56+2)	[783B]	B	20	960
????	?	????	????	E475522-8		Ni Ag		813	Im	M1 II	{ -2 }	(E40-2)	[235A]	BC	16	-112
????	?	????	????	E334687-8		Ni Px		503	Im	G2 V M3 VI M7 VI	{ -3 }	(A53-1)	[836A]	B	8	-150
????	?	????	????	E551442-4		Ni Po		904	Im	F2 V M8 VI	{ -3 }	(530-3)	[3141]	B	12	-45
????	?	????	????	B86A223-B	NS	Wa Lo Co		635	Im	G9 V M7 VI	{ +2 }	(D11-2)	[2489]	B	18	-26
????	?	????	????	C000677-7		As Va Ni Na		433	Im	G3 V	{ -2 }	(850-1)	[A447]	B	12	-40
????	?	????	????	E6A1747-3		Fl He		936	Im	G2 V	{ -2 }	(867-1)	[4561]	B	17	-336
????	?	????	????	B497401-9		Ni Pa		807	Im	F7 V	{ +0 }	(E33+3)	[5436]	Bc	11	378
????	?	????	????	B568445-B		Ni Pa Co		721	Im	K9 II M7 V BD	{ +1 }	(635+1)	[6569]	Bc	9	90
????	?	????	????	X465776--1		Ag Ri Co	R	807	Im	M7 V	{ +0 }	(366-4)	[7711]	BC	10	-432
????	?	????	????	C89A653-9	S	Wa Ni Co		937	Im	M1 V M0 VI	{ -1 }	(E54+4)	[3559]	B	18	1120
????	?	????	????	B6B6321-B	NS	Fl Lo Ho		932	Im	A1 V G5 VI	{ +2 }	(E21+4)	[153C]	B	11	112
????	?	????	????	E248300-6		Lo		105	Im	M5 V BD	{ -3 }	(721+2)	[515A]	B	13	28
????	?	????	????	A894312-8	N	Lo Co Tu		735	Im	K8 V	{ -1 }	(A21+3)	[5267]	B	18	60
????	?	????	????	A7B4437-E	NS	Fl Ni Px		425	Im	A1 V	{ +2 }	(D38+0)	[662C]	B	11	312
????	?	????	????	C235246-6	S	Lo		704	Im	M2 III	{ -2 }	(B11+4)	[1178]	B	11	44
????	?	????	????	C964423-4	S	Ni Pa		922	Im	F1 II	{ -2 }	(934-2)	[1292]	Bc	9	-216
????	?	????	????	A520755-9		De He Na Pi Po Ho		605	Im	A9 Ia G2 V	{ +1 }	(C67+0)	[5847]	BD	10	504
????	?	????	????	A443253-C		Lo Po Fr		616	Im	DM	{ +1 }	(C11-2)	[539B]	B	14	-24
????	?	????	????	D300347-5		Va Lo Fa		606	Im	A7 II M7 V	{ -3 }	(C21-3)	[1135]	B	15	-72
????	?	????	????	C310576-B		Ni Co		402	Im	M7 III	{ +0 }	(644-4)	[153G]	B	12	-384
????	?	????	????	C46777A-6	S	Ag Ri		605	Im	A3 II F2 V G1 V	{ +1 }	(A67+2)	[9898]	BC	14	840
????	?	????	????	E130300-7		De Lo Po Fa		601	Im	K9 V	{ -3 }	(B21-3)	[4117]	B	9	-66
????	?	????	????	B488575-A	NS	Ni Ag Pr		808	Im	K0 V	{ +3 }	(E46-4)	[4849]	BcC	18	-1344
????	?	????	????	D547564-4	S	Ni Ag		73A	Im	G8 V M6 V M2 VI	{ -2 }	(940-2)	[3316]	BC	23	-72
????	?	????	????	C999366-7		Lo		403	Im	G6 V M1 VI	{ -2 }	(821-1)	[2169]	B	8	-16
????	?	????	????	D643434-4	S	Ni Po Co Tu Fa		337	Im	K5 V M3 VI	{ -3 }	(830-4)	[5191]	B	18	-96
????	?	????	????	D510735-4		Na Pi Co		803	Im	A7 V K0 VI	{ -2 }	(866+0)	[A573]	BD	11	288
